obs_foia16,merge_insample_a,merge_outsample_a,merge_matched_a,matched_rate_a,merge_insample_b,merge_outsample_b,merge_matched_b,matched_rate_b
17307260,1055715,2206265,10863379,.62767756,6729136,6722046,7403313,.42775765
